Team,Team Name,League,Year,Games,Wins,Home Runs,RS,RA,OBP,SLG,BA,Playoffs,PlayoffsFinish,Total Home Attendance,Attendance Bin
PIT,Pittsburgh Pirates,NL,1974,162,88,114,751,657,0.335,0.391,0.274,Yes,3.0,1110737,<1.5M
SDP,San Diego Padres,NL,1974,162,60,99,541,830,0.302,0.33,0.229,No,,1075471,<1.5M
SFG,San Francisco Giants,NL,1974,162,72,93,634,723,0.322,0.358,0.252,No,,519991,<1.5M
STL,St. Louis Cardinals,NL,1974,161,86,83,677,643,0.331,0.365,0.265,No,,1838413,1.5M–2M
TEX,Texas Rangers,AL,1974,161,83,99,690,698,0.336,0.377,0.272,No,,1193867,<1.5M
ATL,Atlanta Braves,NL,1973,162,76,206,799,774,0.339,0.427,0.266,No,,802848,<1.5M
BAL,Baltimore Orioles,AL,1973,162,97,119,754,561,0.345,0.389,0.266,Yes,3.0,960307,<1.5M
BOS,Boston Red Sox,AL,1973,162,89,147,738,647,0.338,0.401,0.267,No,,1483301,<1.5M
CAL,California Angels,AL,1973,162,79,93,629,657,0.318,0.348,0.253,No,,1057631,<1.5M
CHC,Chicago Cubs,NL,1973,161,77,117,614,655,0.32,0.357,0.247,No,,1351971,<1.5M
CHW,Chicago White Sox,AL,1973,162,77,111,652,705,0.324,0.372,0.256,No,,1315260,<1.5M
CIN,Cincinnati Reds,NL,1973,162,99,137,741,621,0.332,0.383,0.254,Yes,3.0,2017821,2M–2.5M
CLE,Cleveland Indians,AL,1973,162,71,158,680,826,0.315,0.387,0.256,No,,605066,<1.5M
DET,Detroit Tigers,AL,1973,162,85,157,642,674,0.32,0.39,0.254,No,,1724146,1.5M–2M
HOU,Houston Astros,NL,1973,162,82,134,681,672,0.312,0.376,0.251,No,,1393998,<1.5M
KCR,Kansas City Royals,AL,1973,162,88,114,755,752,0.339,0.381,0.261,No,,1345441,<1.5M
LAD,Los Angeles Dodgers,NL,1973,162,95,110,675,565,0.323,0.371,0.263,No,,2139452,2M–2.5M
MIL,Milwaukee Brewers,AL,1973,162,74,145,708,731,0.325,0.388,0.253,No,,1092244,<1.5M
MIN,Minnesota Twins,AL,1973,162,81,120,738,692,0.342,0.393,0.27,No,,907499,<1.5M
MON,Montreal Expos,NL,1973,162,79,125,668,702,0.34,0.364,0.251,No,,1246863,<1.5M
NYM,New York Mets,NL,1973,161,82,85,608,588,0.315,0.338,0.246,Yes,2.0,1914695,1.5M–2M
NYY,New York Yankees,AL,1973,162,80,131,641,610,0.322,0.378,0.261,No,,1262039,<1.5M
OAK,Oakland Athletics,AL,1973,162,94,147,758,615,0.333,0.389,0.26,Yes,1.0,1000045,<1.5M
PHI,Philadelphia Phillies,NL,1973,162,71,134,642,717,0.31,0.371,0.249,No,,1475932,<1.5M
PIT,Pittsburgh Pirates,NL,1973,162,80,154,704,693,0.315,0.405,0.261,No,,1318558,<1.5M
SDP,San Diego Padres,NL,1973,162,60,112,548,770,0.296,0.351,0.244,No,,612005,<1.5M
SFG,San Francisco Giants,NL,1973,162,88,161,739,702,0.335,0.407,0.262,No,,834415,<1.5M
STL,St. Louis Cardinals,NL,1973,162,81,75,643,603,0.325,0.357,0.259,No,,1573906,1.5M–2M
TEX,Texas Rangers,AL,1973,162,57,110,619,844,0.318,0.361,0.255,No,,686162,<1.5M
ATL,Atlanta Braves,NL,1971,162,82,153,643,699,0.312,0.385,0.257,No,,1006320,<1.5M
BAL,Baltimore Orioles,AL,1971,158,101,158,742,530,0.347,0.398,0.261,Yes,2.0,1033035,<1.5M
BOS,Boston Red Sox,AL,1971,162,85,161,691,667,0.322,0.397,0.252,No,,1630612,1.5M–2M
CAL,California Angels,AL,1971,162,76,96,511,576,0.29,0.329,0.231,No,,926253,<1.5M
CHC,Chicago Cubs,NL,1971,162,83,128,637,648,0.325,0.378,0.258,No,,1653007,1.5M–2M
CHW,Chicago White Sox,AL,1971,162,79,138,617,597,0.325,0.373,0.25,No,,832388,<1.5M
CIN,Cincinnati Reds,NL,1971,162,79,138,586,581,0.3,0.366,0.241,No,,1501125,1.5M–2M
CLE,Cleveland Indians,AL,1971,162,60,109,543,747,0.3,0.342,0.238,No,,591298,<1.5M
DET,Detroit Tigers,AL,1971,162,91,179,701,645,0.325,0.405,0.254,No,,1591037,1.5M–2M
HOU,Houston Astros,NL,1971,162,79,71,585,567,0.302,0.34,0.24,No,,1260897,<1.5M
KCR,Kansas City Royals,AL,1971,161,85,80,603,566,0.313,0.353,0.25,No,,910784,<1.5M
LAD,Los Angeles Dodgers,NL,1971,162,89,95,663,587,0.325,0.37,0.266,No,,2064549,2M–2.5M
MIL,Milwaukee Brewers,AL,1971,161,69,104,534,609,0.304,0.329,0.229,No,,731533,<1.5M
MIN,Minnesota Twins,AL,1971,160,74,116,654,670,0.323,0.372,0.26,No,,940848,<1.5M
MON,Montreal Expos,NL,1971,162,71,88,622,729,0.322,0.343,0.246,No,,1293053,<1.5M
NYM,New York Mets,NL,1971,162,83,98,588,550,0.319,0.351,0.249,No,,2313931,2M–2.5M
NYY,New York Yankees,AL,1971,162,81,97,648,641,0.328,0.36,0.254,No,,1074518,<1.5M
OAK,Oakland Athletics,AL,1971,161,101,160,691,564,0.321,0.384,0.252,Yes,3.0,907835,<1.5M
PHI,Philadelphia Phillies,NL,1971,162,67,123,558,688,0.298,0.35,0.233,No,,1511073,1.5M–2M
PIT,Pittsburgh Pirates,NL,1971,162,97,154,788,599,0.33,0.416,0.274,Yes,1.0,1540368,1.5M–2M
SDP,San Diego Padres,NL,1971,161,61,96,486,610,0.293,0.332,0.233,No,,549075,<1.5M
SFG,San Francisco Giants,NL,1971,162,90,140,706,644,0.329,0.378,0.247,Yes,3.0,1119834,<1.5M
STL,St. Louis Cardinals,NL,1971,163,90,95,739,699,0.338,0.385,0.275,No,,1604431,1.5M–2M
WSA,Washington Senators,AL,1971,159,63,86,537,660,0.307,0.326,0.23,No,,655156,<1.5M
ATL,Atlanta Braves,NL,1970,162,76,160,736,772,0.334,0.404,0.27,No,,1078800,<1.5M
BAL,Baltimore Orioles,AL,1970,162,108,179,792,574,0.344,0.401,0.257,Yes,1.0,1027904,<1.5M
BOS,Boston Red Sox,AL,1970,162,87,203,786,722,0.335,0.428,0.262,No,,1594593,1.5M–2M
CAL,California Angels,AL,1970,162,86,114,631,630,0.309,0.363,0.251,No,,1098557,<1.5M
CHC,Chicago Cubs,NL,1970,162,84,179,806,679,0.333,0.415,0.259,No,,1642523,1.5M–2M
CHW,Chicago White Sox,AL,1970,162,56,123,633,822,0.315,0.362,0.253,No,,494411,<1.5M
CIN,Cincinnati Reds,NL,1970,162,102,191,775,681,0.336,0.436,0.27,Yes,2.0,1812230,1.5M–2M
CLE,Cleveland Indians,AL,1970,162,76,183,649,675,0.314,0.394,0.249,No,,728209,<1.5M
DET,Detroit Tigers,AL,1970,162,79,148,666,731,0.322,0.374,0.238,No,,1481364,<1.5M
HOU,Houston Astros,NL,1970,162,79,129,744,763,0.332,0.391,0.259,No,,1247444,<1.5M
KCR,Kansas City Royals,AL,1970,162,65,97,611,705,0.309,0.348,0.244,No,,692986,<1.5M
LAD,Los Angeles Dodgers,NL,1970,161,87,87,749,684,0.334,0.382,0.27,No,,1697141,1.5M–2M
MIL,Milwaukee Brewers,AL,1970,163,65,126,613,751,0.319,0.358,0.242,No,,935496,<1.5M
MIN,Minnesota Twins,AL,1970,162,98,153,744,605,0.327,0.403,0.262,Yes,3.0,1251138,<1.5M
MON,Montreal Expos,NL,1970,162,73,136,687,807,0.323,0.365,0.237,No,,1424449,<1.5M
NYM,New York Mets,NL,1970,162,83,120,695,630,0.333,0.37,0.249,No,,2697456,2.5M–3M
NYY,New York Yankees,AL,1970,163,93,111,680,612,0.324,0.365,0.251,No,,1136873,<1.5M
OAK,Oakland Athletics,AL,1970,162,89,171,678,593,0.325,0.392,0.249,No,,778436,<1.5M
PHI,Philadelphia Phillies,NL,1970,161,73,101,594,730,0.305,0.356,0.238,No,,708247,<1.5M
PIT,Pittsburgh Pirates,NL,1970,162,89,130,729,664,0.325,0.406,0.27,Yes,3.0,1342007,<1.5M
SDP,San Diego Padres,NL,1970,162,63,172,681,788,0.312,0.391,0.246,No,,633369,<1.5M
SFG,San Francisco Giants,NL,1970,162,86,165,831,826,0.351,0.409,0.262,No,,740404,<1.5M
STL,St. Louis Cardinals,NL,1970,162,76,113,744,747,0.331,0.379,0.263,No,,1627777,1.5M–2M
WSA,Washington Senators,AL,1970,162,70,138,626,689,0.321,0.358,0.238,No,,824750,<1.5M
ATL,Atlanta Braves,NL,1969,162,93,141,691,631,0.321,0.38,0.258,Yes,3.0,1501047,1.5M–2M
BAL,Baltimore Orioles,AL,1969,162,109,175,779,517,0.343,0.414,0.265,Yes,2.0,1012368,<1.5M
BOS,Boston Red Sox,AL,1969,162,87,197,743,736,0.333,0.415,0.251,No,,1837449,1.5M–2M
CAL,California Angels,AL,1969,163,71,88,528,652,0.3,0.319,0.23,No,,758728,<1.5M
CHC,Chicago Cubs,NL,1969,163,92,142,720,611,0.323,0.384,0.253,No,,1674953,1.5M–2M
CHW,Chicago White Sox,AL,1969,162,68,112,625,723,0.32,0.357,0.247,No,,593076,<1.5M
CIN,Cincinnati Reds,NL,1969,163,89,171,798,768,0.335,0.422,0.277,No,,987991,<1.5M
CLE,Cleveland Indians,AL,1969,161,62,119,573,717,0.307,0.345,0.237,No,,628942,<1.5M
DET,Detroit Tigers,AL,1969,162,90,182,701,601,0.316,0.387,0.242,No,,1584063,1.5M–2M
HOU,Houston Astros,NL,1969,162,81,104,676,668,0.33,0.352,0.24,No,,1442995,<1.5M
KCR,Kansas City Royals,AL,1969,163,69,98,586,688,0.309,0.338,0.24,No,,902380,<1.5M
LAD,Los Angeles Dodgers,NL,1969,162,85,97,645,561,0.315,0.359,0.254,No,,1794527,1.5M–2M
MIN,Minnesota Twins,AL,1969,162,97,163,790,618,0.34,0.408,0.268,Yes,3.0,1319387,<1.5M
MON,Montreal Expos,NL,1969,162,52,125,582,791,0.31,0.359,0.24,No,,1213277,<1.5M
NYM,New York Mets,NL,1969,162,100,109,632,541,0.311,0.351,0.242,Yes,1.0,2192091,2M–2.5M
NYY,New York Yankees,AL,1969,162,80,94,562,587,0.308,0.344,0.235,No,,1077387,<1.5M
OAK,Oakland Athletics,AL,1969,162,88,148,740,678,0.329,0.376,0.249,No,,778395,<1.5M
PHI,Philadelphia Phillies,NL,1969,162,63,137,645,745,0.312,0.372,0.241,No,,519401,<1.5M
PIT,Pittsburgh Pirates,NL,1969,162,88,119,725,652,0.334,0.398,0.277,No,,769349,<1.5M
SDP,San Diego Padres,NL,1969,162,52,99,468,746,0.285,0.329,0.225,No,,626847,<1.5M
SEP,Seattle Pilots,AL,1969,163,64,125,639,799,0.316,0.346,0.234,No,,668215,<1.5M
SFG,San Francisco Giants,NL,1969,162,90,136,713,636,0.334,0.361,0.242,No,,873603,<1.5M
STL,St. Louis Cardinals,NL,1969,162,87,90,595,540,0.316,0.359,0.253,No,,1682673,1.5M–2M
WSA,Washington Senators,AL,1969,162,86,148,694,644,0.33,0.378,0.251,No,,914227,<1.5M
ATL,Atlanta Braves,NL,1968,163,81,80,514,549,0.307,0.339,0.252,No,,1146398,<1.5M
BAL,Baltimore Orioles,AL,1968,162,91,133,579,497,0.304,0.352,0.225,No,,876084,<1.5M
BOS,Boston Red Sox,AL,1968,162,86,125,614,611,0.313,0.352,0.236,No,,1882655,1.5M–2M
CAL,California Angels,AL,1968,162,67,83,498,615,0.291,0.318,0.227,No,,1025956,<1.5M
CHC,Chicago Cubs,NL,1968,163,84,130,612,611,0.298,0.366,0.242,No,,1043409,<1.5M
CHW,Chicago White Sox,AL,1968,162,67,71,463,527,0.284,0.311,0.228,No,,801347,<1.5M
CIN,Cincinnati Reds,NL,1968,163,83,106,690,673,0.32,0.389,0.273,No,,733354,<1.5M
CLE,Cleveland Indians,AL,1968,162,86,75,516,504,0.293,0.327,0.234,No,,856815,<1.5M
DET,Detroit Tigers,AL,1968,164,103,185,671,492,0.307,0.385,0.235,Yes,1.0,2032257,2M–2.5M
HOU,Houston Astros,NL,1968,162,72,66,510,588,0.298,0.317,0.231,No,,1326718,<1.5M
LAD,Los Angeles Dodgers,NL,1968,162,76,67,470,509,0.289,0.319,0.23,No,,1581093,1.5M–2M
MIN,Minnesota Twins,AL,1968,162,79,105,562,546,0.299,0.35,0.237,No,,1141103,<1.5M
NYM,New York Mets,NL,1968,163,73,81,473,499,0.281,0.315,0.228,No,,1781657,1.5M–2M
NYY,New York Yankees,AL,1968,164,83,109,536,531,0.292,0.318,0.214,No,,1124049,<1.5M
OAK,Oakland Athletics,AL,1968,163,82,94,569,544,0.304,0.343,0.24,No,,857017,<1.5M
PHI,Philadelphia Phillies,NL,1968,162,76,100,543,615,0.294,0.333,0.233,No,,668040,<1.5M
PIT,Pittsburgh Pirates,NL,1968,163,80,80,583,532,0.306,0.343,0.252,No,,693386,<1.5M
SFG,San Francisco Giants,NL,1968,163,88,108,599,529,0.307,0.341,0.239,No,,837224,<1.5M
STL,St. Louis Cardinals,NL,1968,162,97,73,583,472,0.298,0.346,0.249,Yes,2.0,2011567,2M–2.5M
WSA,Washington Senators,AL,1968,161,65,124,524,665,0.287,0.336,0.224,No,,541282,<1.5M
ATL,Atlanta Braves,NL,1967,162,77,158,631,640,0.307,0.372,0.24,No,,1379214,<1.5M
BAL,Baltimore Orioles,AL,1967,161,76,138,654,592,0.31,0.372,0.24,No,,854902,<1.5M
BOS,Boston Red Sox,AL,1967,162,92,158,722,614,0.321,0.395,0.255,Yes,2.0,1694362,1.5M–2M
CAL,California Angels,AL,1967,161,84,114,567,587,0.301,0.349,0.238,No,,1318067,<1.5M
CHC,Chicago Cubs,NL,1967,162,87,128,702,624,0.316,0.378,0.251,No,,977226,<1.5M
CHW,Chicago White Sox,AL,1967,162,89,89,531,491,0.291,0.32,0.225,No,,986471,<1.5M
CIN,Cincinnati Reds,NL,1967,162,87,109,604,563,0.297,0.372,0.248,No,,957700,<1.5M
CLE,Cleveland Indians,AL,1967,162,75,131,559,613,0.293,0.359,0.235,No,,666463,<1.5M
DET,Detroit Tigers,AL,1967,163,91,152,683,587,0.325,0.376,0.243,No,,1458411,<1.5M
HOU,Houston Astros,NL,1967,162,69,93,626,742,0.317,0.364,0.249,No,,1348285,<1.5M
KCA,Kansas City Athletics,AL,1967,161,62,69,533,660,0.296,0.33,0.233,No,,660747,<1.5M
LAD,Los Angeles Dodgers,NL,1967,162,73,82,519,595,0.301,0.332,0.236,No,,1665034,1.5M–2M
MIN,Minnesota Twins,AL,1967,164,91,131,671,590,0.309,0.369,0.24,No,,1481259,<1.5M
NYM,New York Mets,NL,1967,162,61,83,498,672,0.288,0.325,0.238,No,,1565500,1.5M–2M
NYY,New York Yankees,AL,1967,163,72,100,522,621,0.296,0.317,0.225,No,,1142656,<1.5M
PHI,Philadelphia Phillies,NL,1967,162,82,103,612,581,0.313,0.357,0.242,No,,825512,<1.5M
PIT,Pittsburgh Pirates,NL,1967,163,81,91,679,693,0.324,0.38,0.277,No,,909012,<1.5M
SFG,San Francisco Giants,NL,1967,162,91,140,652,551,0.313,0.372,0.245,No,,1242500,<1.5M
STL,St. Louis Cardinals,NL,1967,161,101,115,695,557,0.32,0.379,0.263,Yes,1.0,2089645,2M–2.5M
WSA,Washington Senators,AL,1967,161,76,115,550,637,0.288,0.326,0.223,No,,765788,<1.5M
ATL,Atlanta Braves,NL,1966,163,85,207,782,683,0.326,0.424,0.263,No,,1539796,1.5M–2M
BAL,Baltimore Orioles,AL,1966,160,97,175,755,601,0.324,0.409,0.258,Yes,1.0,1203424,<1.5M
BOS,Boston Red Sox,AL,1966,162,72,145,655,731,0.31,0.376,0.24,No,,815197,<1.5M
CAL,California Angels,AL,1966,162,80,122,604,643,0.303,0.354,0.232,No,,1407756,<1.5M
CHC,Chicago Cubs,NL,1966,162,59,140,644,809,0.313,0.38,0.254,No,,635890,<1.5M
CHW,Chicago White Sox,AL,1966,163,83,87,574,517,0.297,0.331,0.231,No,,973770,<1.5M
CIN,Cincinnati Reds,NL,1966,160,76,149,692,702,0.309,0.395,0.26,No,,745156,<1.5M
CLE,Cleveland Indians,AL,1966,162,81,155,574,586,0.297,0.36,0.237,No,,920251,<1.5M
DET,Detroit Tigers,AL,1966,162,88,179,719,698,0.321,0.406,0.251,No,,1124294,<1.5M
HOU,Houston Astros,NL,1966,163,72,112,612,695,0.318,0.365,0.255,No,,1878398,1.5M–2M
KCA,Kansas City Athletics,AL,1966,160,74,70,564,648,0.294,0.337,0.236,No,,773599,<1.5M
LAD,Los Angeles Dodgers,NL,1966,162,95,108,606,490,0.314,0.362,0.256,Yes,2.0,2617056,2.5M–3M
MIN,Minnesota Twins,AL,1966,162,89,144,663,581,0.316,0.382,0.249,No,,1259556,<1.5M
NYM,New York Mets,NL,1966,161,66,98,587,761,0.301,0.342,0.239,No,,1933834,1.5M–2M
NYY,New York Yankees,AL,1966,160,70,162,611,612,0.299,0.374,0.235,No,,1224803,<1.5M
PHI,Philadelphia Phillies,NL,1966,162,87,117,696,640,0.322,0.378,0.258,No,,1108191,<1.5M
PIT,Pittsburgh Pirates,NL,1966,162,92,158,759,641,0.329,0.428,0.279,No,,1196618,<1.5M
SFG,San Francisco Giants,NL,1966,161,93,181,675,626,0.303,0.392,0.248,No,,1657192,1.5M–2M
STL,St. Louis Cardinals,NL,1966,162,83,108,571,577,0.298,0.368,0.251,No,,1712720,1.5M–2M
WSA,Washington Senators,AL,1966,159,71,126,557,659,0.295,0.355,0.234,No,,589817,<1.5M
BAL,Baltimore Orioles,AL,1965,162,94,125,641,578,0.307,0.363,0.238,No,,784803,<1.5M
BOS,Boston Red Sox,AL,1965,162,62,165,669,791,0.327,0.4,0.251,No,,651761,<1.5M
CAL,California Angels,AL,1965,162,75,92,527,569,0.297,0.341,0.239,No,,570253,<1.5M
CHC,Chicago Cubs,NL,1965,164,72,134,635,723,0.307,0.358,0.238,No,,632788,<1.5M
CHW,Chicago White Sox,AL,1965,162,95,125,647,555,0.315,0.364,0.246,No,,1133319,<1.5M
CIN,Cincinnati Reds,NL,1965,162,89,183,825,704,0.339,0.439,0.273,No,,1048540,<1.5M
CLE,Cleveland Indians,AL,1965,162,87,156,663,613,0.315,0.379,0.25,No,,962727,<1.5M
DET,Detroit Tigers,AL,1965,162,89,162,680,602,0.312,0.374,0.238,No,,1029735,<1.5M
HOU,Houston Astros,NL,1965,162,65,97,569,711,0.305,0.34,0.237,No,,2151470,2M–2.5M
KCA,Kansas City Athletics,AL,1965,162,59,110,585,755,0.309,0.358,0.24,No,,523276,<1.5M
LAD,Los Angeles Dodgers,NL,1965,162,97,78,608,521,0.312,0.335,0.245,Yes,1.0,2560648,2.5M–3M
MIN,Minnesota Twins,AL,1965,162,102,150,774,600,0.324,0.399,0.254,Yes,2.0,1463288,<1.5M
MLN,Milwaukee Braves,NL,1965,162,86,196,708,633,0.31,0.416,0.256,No,,555668,<1.5M
NYM,New York Mets,NL,1965,164,50,107,495,752,0.277,0.327,0.221,No,,1755366,1.5M–2M
NYY,New York Yankees,AL,1965,162,77,149,611,604,0.299,0.364,0.235,No,,1304296,<1.5M
PHI,Philadelphia Phillies,NL,1965,162,85,144,654,667,0.313,0.384,0.25,No,,1166099,<1.5M
PIT,Pittsburgh Pirates,NL,1965,163,90,111,675,580,0.317,0.382,0.265,No,,916743,<1.5M
SFG,San Francisco Giants,NL,1965,163,95,159,682,593,0.313,0.385,0.252,No,,1546066,1.5M–2M
STL,St. Louis Cardinals,NL,1965,162,80,109,707,674,0.314,0.371,0.254,No,,1234891,<1.5M
WSA,Washington Senators,AL,1965,162,70,136,591,721,0.304,0.35,0.228,No,,562913,<1.5M
BAL,Baltimore Orioles,AL,1964,163,97,162,679,567,0.316,0.387,0.248,No,,1126449,<1.5M
BOS,Boston Red Sox,AL,1964,162,72,186,688,793,0.322,0.416,0.258,No,,883279,<1.5M
CHC,Chicago Cubs,NL,1964,162,76,145,649,724,0.314,0.39,0.251,No,,751639,<1.5M
CHW,Chicago White Sox,AL,1964,162,98,106,642,501,0.32,0.353,0.247,No,,1249413,<1.5M
CIN,Cincinnati Reds,NL,1964,163,92,130,660,566,0.308,0.372,0.249,No,,863670,<1.5M
CLE,Cleveland Indians,AL,1964,164,79,164,689,693,0.312,0.38,0.247,No,,653293,<1.5M
DET,Detroit Tigers,AL,1964,163,85,157,699,678,0.319,0.395,0.253,No,,815921,<1.5M
HOU,Houston Astros,NL,1964,162,66,70,495,628,0.285,0.315,0.229,No,,726155,<1.5M
KCA,Kansas City Athletics,AL,1964,163,57,166,621,836,0.311,0.379,0.239,No,,635465,<1.5M
LAA,Los Angeles Angels,AL,1964,162,82,102,544,551,0.304,0.344,0.242,No,,760611,<1.5M
LAD,Los Angeles Dodgers,NL,1964,164,80,79,614,572,0.305,0.34,0.25,No,,2234498,2M–2.5M
MIN,Minnesota Twins,AL,1964,163,79,221,737,678,0.322,0.427,0.252,No,,1207508,<1.5M
MLN,Milwaukee Braves,NL,1964,162,88,159,803,744,0.333,0.418,0.272,No,,912022,<1.5M
NYM,New York Mets,NL,1964,163,53,103,569,776,0.296,0.348,0.246,No,,1734389,1.5M–2M
NYY,New York Yankees,AL,1964,164,99,162,730,577,0.317,0.387,0.253,Yes,2.0,1305638,<1.5M
PHI,Philadelphia Phillies,NL,1964,162,92,130,693,632,0.315,0.391,0.258,No,,1425972,<1.5M
PIT,Pittsburgh Pirates,NL,1964,162,80,121,663,636,0.315,0.389,0.264,No,,759498,<1.5M
SFG,San Francisco Giants,NL,1964,162,90,165,656,587,0.31,0.382,0.246,No,,1503544,1.5M–2M
STL,St. Louis Cardinals,NL,1964,162,93,109,715,652,0.324,0.392,0.272,Yes,1.0,1142667,<1.5M
WSA,Washington Senators,AL,1964,162,62,125,578,733,0.299,0.348,0.231,No,,595271,<1.5M
BAL,Baltimore Orioles,AL,1963,162,86,146,644,621,0.31,0.38,0.249,No,,801749,<1.5M
BOS,Boston Red Sox,AL,1963,161,76,171,666,704,0.312,0.4,0.252,No,,942729,<1.5M
CHC,Chicago Cubs,NL,1963,162,82,127,570,578,0.297,0.363,0.238,No,,993515,<1.5M
CHW,Chicago White Sox,AL,1963,162,94,114,683,544,0.323,0.365,0.25,No,,1179117,<1.5M
CIN,Cincinnati Reds,NL,1963,162,86,122,648,594,0.31,0.371,0.246,No,,858708,<1.5M
CLE,Cleveland Indians,AL,1963,162,79,169,635,702,0.301,0.381,0.239,No,,639361,<1.5M
DET,Detroit Tigers,AL,1963,162,79,148,700,703,0.327,0.382,0.252,No,,818762,<1.5M
HOU,Houston Astros,NL,1963,162,66,62,464,640,0.283,0.301,0.22,No,,719502,<1.5M
KCA,Kansas City Athletics,AL,1963,162,73,95,615,704,0.313,0.353,0.247,No,,751929,<1.5M
LAA,Los Angeles Angels,AL,1963,161,70,95,597,660,0.309,0.354,0.25,No,,837484,<1.5M
LAD,Los Angeles Dodgers,NL,1963,163,99,110,640,550,0.309,0.357,0.251,Yes,1.0,2538659,2.5M–3M
MIN,Minnesota Twins,AL,1963,161,91,225,767,602,0.325,0.43,0.255,No,,1406627,<1.5M
MLN,Milwaukee Braves,NL,1963,163,84,139,677,603,0.312,0.37,0.244,No,,779552,<1.5M
NYM,New York Mets,NL,1963,162,51,96,501,774,0.285,0.315,0.219,No,,1077322,<1.5M
NYY,New York Yankees,AL,1963,161,104,188,714,547,0.309,0.403,0.252,Yes,2.0,1460537,<1.5M
PHI,Philadelphia Phillies,NL,1963,162,87,126,642,578,0.306,0.381,0.252,No,,908149,<1.5M
PIT,Pittsburgh Pirates,NL,1963,162,74,108,567,595,0.309,0.359,0.25,No,,783735,<1.5M
SFG,San Francisco Giants,NL,1963,162,88,197,725,641,0.316,0.414,0.258,No,,1570924,1.5M–2M
STL,St. Louis Cardinals,NL,1963,162,93,128,747,628,0.326,0.403,0.271,No,,1169364,<1.5M
WSA,Washington Senators,AL,1963,162,56,138,578,812,0.293,0.351,0.227,No,,543631,<1.5M
BAL,Baltimore Orioles,AL,1962,162,77,156,652,680,0.314,0.387,0.248,No,,795590,<1.5M
BOS,Boston Red Sox,AL,1962,160,76,146,707,756,0.324,0.403,0.258,No,,723710,<1.5M
CHC,Chicago Cubs,NL,1962,162,59,126,632,827,0.317,0.377,0.253,No,,593068,<1.5M
CHW,Chicago White Sox,AL,1962,162,85,92,707,658,0.334,0.372,0.257,No,,1131562,<1.5M
CIN,Cincinnati Reds,NL,1962,162,98,167,802,685,0.332,0.417,0.27,No,,981890,<1.5M
CLE,Cleveland Indians,AL,1962,162,80,180,682,745,0.312,0.388,0.245,No,,753256,<1.5M
DET,Detroit Tigers,AL,1962,161,85,209,758,692,0.33,0.411,0.248,No,,1207581,<1.5M
HOU,Houston Astros,NL,1962,162,64,105,592,717,0.31,0.351,0.246,No,,922106,<1.5M
KCA,Kansas City Athletics,AL,1962,162,72,116,745,837,0.332,0.386,0.263,No,,635224,<1.5M
LAA,Los Angeles Angels,AL,1962,162,86,137,718,706,0.325,0.38,0.25,No,,1135590,<1.5M
LAD,Los Angeles Dodgers,NL,1962,165,102,140,842,697,0.337,0.4,0.268,No,,2782526,2.5M–3M
MIN,Minnesota Twins,AL,1962,163,91,185,798,713,0.338,0.412,0.26,No,,1435640,<1.5M
MLN,Milwaukee Braves,NL,1962,162,86,181,730,665,0.326,0.403,0.252,No,,760053,<1.5M
NYM,New York Mets,NL,1962,161,40,139,617,948,0.318,0.361,0.24,No,,925807,<1.5M
NYY,New York Yankees,AL,1962,162,96,199,817,680,0.337,0.426,0.267,Yes,1.0,1606325,1.5M–2M
PHI,Philadelphia Phillies,NL,1962,161,81,142,705,759,0.33,0.39,0.26,No,,762169,<1.5M
PIT,Pittsburgh Pirates,NL,1962,161,93,108,706,626,0.321,0.394,0.268,No,,1071614,<1.5M
SFG,San Francisco Giants,NL,1962,165,103,204,878,690,0.341,0.441,0.278,Yes,2.0,1590136,1.5M–2M
STL,St. Louis Cardinals,NL,1962,163,84,137,774,664,0.335,0.394,0.271,No,,938516,<1.5M
WSA,Washington Senators,AL,1962,162,60,132,599,716,0.308,0.373,0.25,No,,729741,<1.5M
